Response.No.;Age;Region;Along.the.coast;Deep.sea;In.the.reef.area;Other;q19boatsize;q20gearBasket;q20gearhandline;q20gearVerticalline;q20gearLargeNet;q20gearGillnet;q20gearOthers;q21engine1;q32Fisnearfad;q60rainy1n0;q63m3s2l1;q64summ1l0;q65winm1l0;q66m3s2l1;q13edu;q14house;q15source;q16age;q17ageregis;q170t.registered;q18fishinboat;;q19exatsize;q19other;q19othersize;;;;;;;;q21engine2;q21other;q22boat;q22boatrange;q22engine;q22enginerange;q22equip;q22equiprange;q22line;q22linerange;q22other;q22tot;q22totrange;q22tot.c;q23homeport;q24homecellA;q25freqloca;q26month;q26times;q27monthmore;q27monthmorerange;Q28wcell1;Q28wcell2;Q28wcell3;Q28wcell4;Q28wcell5;Q28wcell6;Q28wcell7;Q28wcell8;q29Scell1;q29Scell2;q29Scell3;q29Scell4;q29Scell5;q29Scell6;q29Scell7;q29Scell8;q30FADgood;q31FADtrain;;q32why;q33change;q34goodapp;q35;q36fadhelp;q37expl;q38Y1cell;q39Y2cell;q40FADtotal.kg;q41F1name;q41code;q41F1min;q41F1max;q41F2name;q41F2code;q41F2min;q41F2max;q41F3name;q41F3code;q41F3min;q41F3max;q42fadtimes;q43sumname1;q43sumcode1;q43summin1;q43fssummax1;q43sumname2;q43sumcode2;q43summin2;q43fssummax2;q43sumname3;q43sumcode3;q43summin3;q43fssummax3;q43winname1;q43winname1.1;q43winmin1;q43fswinmax1;q43winname2;q43winname2.1;q43winmin2;q43fswinmax2;q43winname3;q43winname3.1;q43winmin3;q43fswinmax3;q44fadmore;q44Dynamic;q45FADmorecell;q46name1;q46name1code;q46name2;q46name2code;q46name3;q46name3code;q46name4;q46name3code.1;q47seamore;q48s0w1;q49less;q50;q51sealess;q52s0w1;q53twofads;q54name1;q54name1code;q54name2;q54name2code;q54name3;q54name3code;q54name4;q54name3code.1;q55temy1n0;q56desc;q57temtime;q57temtimerange;q58fsbehsum;q59fsbewin;q60rainy1n0;q60rainS2DK3;q611when;q611when..range;q62rainb0a4;q62rainb0a4both2DK3;q63m3s2l1;q64summ1l0;q64summ1l0S2DK3;q65winm1l0;q65winm1l0S2DK3;q66m3s2l1;q67n0y1;q67name1;q67name1code;q67name2;q67name2code;q67name3;q67name3code;q67name4;q67name4code;q67name5;q67name5code;q68M3L1s2;q69accnum;q70y1n0;q71usey1n0;q72example;q73Xcell;id;q73X2cell;q74measure;DistanceFADS;q75weather;q75weathernight;q76fami;q77n1q2h3nf4fm5m6mt7;q78fishingtrip;q79selec;q80totalcatch.kg;q81numfisher;q82fsname1;q82fsname1code;q82fsweight1;q82fslen1;q82fsname2;q82fsname2code;q82fsweight2;q82fslen2;q82fsname3;q82fsname3code;q82fsweight3;q82fslen3;q82fsname4;q82fsname4code;q82fsweight4;q82fslen4;q82fsname5;q82fsname5code;q82fsweight5;q82fslen5;q82fsname6;q82fsname6code;q82fsweight6;q82fslen6;q82fsname7;q82fsname7code;q82fsweight7;q82fslen7;q82fsname8;q82fsname8code;q82fsweight8;q82fslen8;q82fsname9;q82fsname9code;q82fsweight9;q82fslen9;q82fsname10;q82fsname10code;q82fsweight10;q82fslen10;q82fsname11;q82fsname11code;q82fsweight11;q82fslen11;q82fsname12;q82fsname12code;q82fsweight12;q82fslen12;q82fsname13;q82fsname13code;q82fsweight13;q82fslen13;q82fsname14;q82fsname14code;q82fsweight14;q82fslen14;q82fsname15;q82fsname15code;q82fsweight15;q82fslen15;q82fsname16;q82fsname16code;q82fsweight16;q82fslen16;q82fsname17;q82fsname17code;q82fsweight17;q82fslen17;q82fsname18;q82fsname18code;q82fsweight18;q82fslen18;q82fsname19;q82fsname19code;q82fsweight19;q82fslen19;q82fsname20;q82fsname20code;q82fsweight20;q82fslen20;q82fsname21;q82fsname21code;q82fsweight21;q82fslen21;q82fsname22;q82fsname22code;q82fsweight22;q82fslen22;q82fsname23;q82fsname23code;q82fsweight23;q82fslen23;q82fsname24;q82fsname24code;q82fsweight24;q82fslen24;q82fsname25;q82fsname25code;q82fsweight25;q82fslen25;q82fsname26;q82fsname26code;q82fsweight26;q82fslen26;q82fsname27;q82fsname27code;q82fsweight27;q82fslen27;q82fsname28;q82fsname28code;q82fsweight28;q82fslen28;q82fsname29;q82fsname29code;q82fsweight29;q82fslen29;q82fsname30;q82fsname30code;q82fsweight30;q82fslen30;q82fsname31;q82fsname31code;q82fsweight31;q82fslen31;q82fsname32;q82fsname32code;q82fsweight32;q82fslen32;q82fsname33;q82fsname33code;q82fsweight33;q82fslen33;q82fsname34;q82fsname34code;q82fsweight34;q82fslen34;q82fsname35;q82fsname35code;q82fsweight35;q82fslen35;q82fsname36;q82fsname36code;q82fsweight36;q82fslen36;q82fsname37;q82fsname37code;q82fsweight37;q82fslen37;q82fsname38;q82fsname38code;q82fsweight38;q82fslen38;q82fsname39;q82fsname39code;q82fsweight39;q82fslen39;q82fsname40;q82fsname40code;q82fsweight40;q82fslen40;q82fsname41;q82fsname41code;q82fsweight41;q82fslen41;q82fsname42;q82fsname42code;q82fsweight42;q82fslen42;q82fsname43;q82fsname43code;q82fsweight43;q82fslen43;q82fsname44;q82fsname44code;q82fsweight44;q82fslen44;q82fsname45;q82fsname45code;q82fsweight45;q82fslen45;q82fsname46;q82fsname46code;q82fsweight46;q82fslen46;q82fsname47;q82fsname47code;q82fsweight47;q82fslen47;q82fsname48;q82fsname48code;q82fsweight48;q82fslen48;q82fsname49;q82fsname49code;q82fsweight49;q82fslen49;q82fsname50;q82fsname50code;q82fsweight50;q82fslen50;q82fsname51;q82fsname51code;q82fsweight51;q82fslen51;q82totaweight;q83fuelD0E1;q84fuelcost;costper.km;q84days;q86fishers;q87numbask;q88height;q88width;q88length;q90lengthwillingness;Questionlouche
69;43;South;1;1;1;0;Fibre glass;1;1;0;1;0;0;Outboard motor power <8;0;1;3;1;0;1;2;1;1;18;;NR;1;;27;Fibre glass;24;;;;;;;;2;;100000;;25000;;2000;;1500;;;128000;;75-165k;Le Morne Village;8134;1;December;13;;December-January;7595;7727;;;;;;;7859;7455;;;;;;;1;1;;Too far and dangerous for only one person;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;Colder in winter, hotter in summer;5;;no change;no change;1;;2;;;;3;1;;0;;1;1;Cato bleu;31;;;;;;;;;3;;1;1;Bad weather;7728;7728;;7.25;10;4;;1;2;8;1;8;0;Cato;30;500;;Cato;30;500;;Rouget;83;500;;Rouget;83;1000;;Madame tomber;60;500;;Madame tomber;60;1000;;Madame tomber;60;500;;Madame tomber;60;200;;Madame tomber;60;300;;Madame tomber;60;1000;;Madame tomber;60;1000;;Madame tomber;60;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7500;1;250;34;1.5;0;5;1;2;2;1;
70;66;West;1;1;1;0;Wooden Pirogue < 8 m;1;1;0;0;1;0;Outboard motor power <8;0;1;3;;1;1;1;1;1;20;30;;0;;20;;;;;;;;;;2;;30000;;25000;;7500;;1500;;;64000;;<75k;Au Morne;8134;1;January;31;;November-January;7865;7729;;;;;;;7994;8000;8135;8269;;;;;1;0;;Too far. Sometimes FADs broken. Fisher too old.;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;temperature increased;7;;Less fish;Less fish and sometimes pas gagne poisson meme;1;;10;;;;3;;2;1;;1;1;Calamar;24;Thon;99;Beking;9;;;;;2;;1;1;Bad weather, take precaution;7994;7994;;10;7;1;;1;;4;1;10;1;Capitaine;25;1000;;Capitaine;25;500;;Capitaine;25;500;;Berri rouge;13;500;;Berri;11;1500;;Vielle;111;1000;;Vielle;111;1000;;Vielle;111;500;;Vielle;111;500;;Vielle;111;500;;Carangue;27;500;;Carangue;27;1000;;Carangue;27;500;;Carangue;27;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10000;1;250;25;1.5;1;5;1;2;2;1;
71;49;West;1;1;1;0;Wooden Pirogue < 8 m;1;1;1;0;0;0;Outboard motor power <8;0;1;3;1;;1;2;4;1;15;20;;1;;18;;;;;;;;;;2;;20000;;25000;;7000;;1000;;;53000;;<75k;Au Morne;8134;3;January;31;;November-January;7866;7728;7994;;;;;;7731;7726;;;;;;;1;1;;Too far and does not get fish there;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;Tou zafer ine sanzé. Pena corail ek du sable p rentre endan;10;;Same;Same;1;;7;;;;3;1;;;;1;1;Calamar;24;Barber;6;Cato;30;;;;;2;;1;1;Bad weather;7596;7596;;3.5;11.8;1;;1;;4;1;7;1;Capitaine;25;1000;;Capitaine;25;500;;Capitaine;25;500;;Berri rouge;13;500;;Berri;11;500;;Berri;11;500;;Carangue;27;1500;;Vielle;111;1000;;Vielle;111;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7000;1;300;86;1;1;3;1;2;2;1;
72;67;West;1;1;1;0;Wooden Pirogue < 8 m;1;1;1;0;0;0;Outboard motor power <8;0;1;3;;;1;2;1;1;16;30;;1;;22;;;;;;;;;;2;;25000;;25000;;7000;;1000;;;58000;;<75k;Au Morne;8133;1;January;31;;November-December;7994;8262;7993;;;;;;7731;7729;8134;;;;;;0;1;;Too far and too dangerous to go there;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;Temperature monté. Avec pollution poisson mort;10;;Same;Same;1;;7;;;;3;;2;;2;1;1;Beking;9;Thon;99;;;;;;;2;;1;1;Bad weather;7731;7731;;3;10;1;;1;;4;1;5;1;Capitaine;25;1500;;Capitaine;25;500;;Capitaine;25;500;;Vielle rouge;119;500;;Vielle rouge;119;500;;Vielle rouge;119;1000;;Capitaine;25;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5000;1;250;83;2;1;3;1;2;2;1;
73;42;North;0;1;0;0;Fibre glass;0;1;1;0;1;0;Outboard motor  power >26;1;1;3;1;0;1;1;1;1;15;18;;0;;38;Fibre glass;38;;;;;;;;;;3000000;;15000000;;250000;;200000;;;4950000;;>260k;Casuarina;10373;4;January;31;;Octpber-November, March-April;10343;10210;;;;;;;10345;40478;;;;;;;1;0;;Too far;1;1;When seaweed grow, small fish attracted. Big fish attracted. ;1;When seaweed grow on rope, small fish attracted. Big fish attracted. ;9026;9694;75;Thon;99;12.5;30;Dorade;43;5;7.5;;;;;7;Thon;99;12.5;30;Dorade;43;5;7.5;;;;;Thon;99;20;30;Dorade;43;5;7.5;;;;;1;;9026;Thon jaune;104;;;;;;;1;0;1;;1;;0;Thon jaune;104;;;;;;;1;hotter water;10;;change in migration month towards the start;change in migration month towards the start;1;;10;;0;;3;1;;0;;1;1;Requin point noire;81;Requin point blanc;80;;;;;;;2;;1;1;from internet. To be more secure;1226;1226;;25.5;8.5;1;;1;2;8;1;80;5;Thon jaune;104;25000;;Thon jaune;104;25000;;Thon jaune;104;25000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75000;1;4000;157;;;;;;;1;
74;54;North;0;1;1;0;Fibre glass;1;1;1;0;0;0;Outboard motor  power >26;0;1;3;0;0;1;2;1;1;15;20;;1;;30;Fibre glass;30;;;;;;;;5;;400000;;800000;;15000;;48000;;45000;1308000;;>260k;Cap malheureux;11836;4;January;31;;November-December;11825;;;;;;;;11825;;;;;;;;1;0;;Too far;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;temperature increased;7,5;7-8 years;Fish hide more and more now;Fish hide and more this time and much lesser fish;1;;7,5;7-8 years;0;;3;0;;0;;1;1;Capitaine;25;Thon Rouge;105;Whales;123;;;;;3;10;1;1;Safe trip;10880;10880;;20;3.5;5;;5;5;8;5;40;6;Don’t remember individually;;;;Vielle rouge;119;500;25-30;Cato;30;500;25-30;Capitaine;25;1000;50;Corne;39;500;25-30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40000;2;2800;140;10;6;;;;;;
75;34;North;0;1;0;0;Fibre glass;0;1;1;0;0;0;Outboard motor  power >26;1;0;2;;;1;6;1;0;15;20;;1;;30;Fibre glass;30;;;;;;;;5;;2500000;;700000;;;;60000;;50000;3310000;;>260k;Trou aux biches;10374;4;January;31;;Mars;10368;;;;;;;;10751;11951;;;;;;;1;1;;;1;1;When seaweed grow on rope, small fish attracted. Big fish attracted. ;1;When seaweed grow on rope, small fish attracted. Big fish attracted. ;9694;9026;0;;;;;;;;;;;;;12;Thon;99;;12;Dorade;43;5;10;Bonite;14;3;4;Thon;99;4;5;Dorade;43;5;10;Bonite;14;3;4;0;D;;;;;;;;;;0;;0;;;;1;Thon jaune;104;;;;;;;0;water same;;;Same;Same;0;;;;;;2;;3;;3;1;0;;;;;;;;;;;1;;0;;;10885;10885;;24;4;6;;1;1;8;1,3;70;2;Thon jaune;104;25;100;Thon jaune;104;25;100;Thon jaune;104;25;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75000;1;3000;125;;;;;;;1;
76;42;North;1;1;1;0;Wooden Pirogue < 8 m;0;1;0;0;0;0;Outboard motor  power 9-25;0;1;;;;1;2;1;1;10;20;;0;;23;;;;;;;;;;;;75000;;75000;;;;;;;150000;;75-165k;Trou aux biches;10373;2;January;10;March;;10616;;;;;;;;10349;;;;;;;;1;0;;Too far;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;3;;Migration and place of occurrence have changed;Migration and place of occurrence have changed;1;;;<1;;;;;3;;2;1;1;Spearfish;95;Voilier;122;Espadon;45;;;;;1;;0;;;10347;10347;;26;6.75;1;;1;1;8;1;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
77;38;North;0;1;0;0;Fibre glass;0;1;0;0;0;0;Outboard motor  power >26;1;1;3;0;0;1;5;1;1;15;20;;1;;30;Fibre glass;30;;;;;;;;;;2000000;;1500000;;;;;;;3500000;;>260k;Trou aux biches;10373;4;January;20;;Summer;10236;;;;;;;;10369;12890;;;;;;;1;1;;;1;1;When seaweed grow on rope, small fish attracted. Big fish attracted. ;1;When seaweed grow on rope, small fish attracted. Big fish attracted. ;9026;9026;30;Thon jaune;104;2;5;Dorade;43;5;10;;;;;;Thon jaune;104;2;5;Dorade;43;5;10;;;;;;;;;;;;;;;;;1;;9026;Thon jaune;104;;;;;;;1;0;1;;0;;1;Thon jaune;104;;;;;;;1;summer hotter;2;;lesser fish. Bato la seine fish all;lesser fish. Bato la seine fish all;1;;;>2  years;0;;3;0;;0;;1;0;;;;;;;;;;;1;;1;1;secure;12889;12889;;35;12;1;;1;2;8;1;40;3;Thon jaune;104;5000;40;Dorade;43;15;100;Thon jaune;104;5;40;Dorade;43;15;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40000;1;2000;57;;;;;;;1;
78;48;North;0;1;0;0;Fibre glass;0;1;1;0;0;0;Outboard motor  power >26;1;1;2;0;0;1;4;1;0;9;25;;1;;33,7;Fibre glass;33,7;;;;;;;;5;;1200000;;400000;;10000;;50000;;40000;1700000;;>260k;Pointe aux canonniers;10636;4;January;2;;;10755;11282;12756;;;;;;10755;11282;12756;;;;;;1;1;;;1;1;When seaweed grow on rope, small fish attracted. Big fish attracted. ;1;When seaweed grow on rope, small fish attracted. Big fish attracted. ;;11150;34;Bonite;14;5;;Thon rouge;105;8;;;;;;;Thon jaune;104;10;12;;;;;;;;;Dorade;43;7.5;20;;;;;;;;;1;;9026;Thon jaune;104;Bonite;14;Empereur;44;;;;;1;;0;;;Depends;;;;;;;;1;temperature increased;;;fish decreased;no change;1;;10;;0;;2;0;;0;;1;1;Colombine;37;Balao;4;Shark;92;Shark;92;;;1;;1;0;Wind guru, winf finder, for security. Take precaution;;;;;;1;;1;5;24;1;37;3;Beking;9;14000;;Capitaine;25;1000;;Capitaine;25;3500;;Thon Blanc;102c;8000;;Thon Blanc;102c;30000;;Dame berri;42;2000;;Dame berri;42;4000;;Vielle Plate;117;1500;;Vielle plate;117;3500;;Caya;35;400;;Caya;35;1000;;Tazar;98;2000;;Vacoas;108;6000;;Vacoas;108;12000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88900;1;2000;;;;;;;;1;last trip not in map(Round Island (not in map)) Distance: more than 33km
79;62;North;0;1;1;0;Wooden Pirogue > 8 m;0;1;0;0;0;0;Outboard motor  power >26;0;0;2;1;0;2;1;1;1;15;20;;0;;28;;;;;;;;;;;;600000;;200000;;50000;;50000;;50000;9,00E+05;;>260k;Pointe aux canonniers;10503;4;January;20;March;;10483;11016;;;;;;;10482;11149;;;;;;;1;0;;Too far;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;temperature increased;5;;Lesser fish migrating near shore;no change;0;;;;;;2;1;;0;;2;0;;;;;;;;;;;1;;0;;;10483;10483;;17.5;6;4;;1;2;8;5;35;3;Thon jaune;104;20000;80;Bonite;14;15000;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35000;1;3000;171;;;;;;;1;
80;38;North;1;1;0;0;Other;1;1;0;0;0;0;Outboard motor  power 9-25;0;0;2;;;2;1;1;0;10;18;;1;;35;Ca0e wooden;;;;;;;;;;;20000;;80000;;5000;;30000;;;315000;;>260k;Pointe aux canonniers;10636;4;January;30;;Summer;10499;10630;;;;;;;10500;10631;11961;;;;;;1;0;;Too far;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;More winter than summer;;;no change;no change;0;;;;;;2;;;;;2;0;;;;;;;;;;;1;;1;1;More secure;11960;11960;;19;8;2;;1;2;;10;10;2;Capitaine;25;400;40;Vielle rouge;119;600;40;Vielle rouge;119;600;40;Vielle rouge;119;600;40;Vielle rouge;119;600;40;Vielle rouge;119;600;40;Vielle rouge;119;600;40;Vielle rouge;119;600;40;Vielle rouge;119;600;40;Vielle rouge;119;600;40;Vielle rouge;119;600;40;Vielle rouge;119;600;40;Vielle rouge;119;600;40;Vielle rouge;119;600;40;Vielle rouge;119;600;40;Vielle rouge;119;600;40;Vielle rouge;119;600;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10000;1;800;42;12;2;12;0.9;2;2;1;
81;35;North;0;1;0;0;Fibre glass;0;1;0;0;0;0;Outboard motor  power >26;1;1;3;1;0;1;3;1;1;10;16;;0;;28;Fibre glass;28;;;;;;;;;;600000;;600000;;;;;;;6,00E+05;;>260k;Trou aux biches;10373;4;January;15;January;;10881;11549;;;;;;;11015;11683;;;;;;;1;0;;;0;1;When seaweed grow on rope, small fish attracted. Big fish attracted. ;1;When seaweed grow on rope, small fish attracted. Big fish attracted. ;9694;9694;157,5;Thon jaune;104;25;;Dorade;43;20;;;;;;;Thon jaune;104;25;;Beking;9;;;Dorade;43;20;;Dorade;43;;;Thon jaune;104;;;;;;;1;;9694;Thon ;99;Dorade;43;;;;;1;0;1;;1;;1;Thon jaune;104;;;;;;;1;temperature increased;2,5;2-3 years;Lesser fish migrating. Marlin;;1;;2;;;3;3;1;;0;;1;1;Spearfish;95;Beking tirass;10;Voilier;122;;;;;1;;1;1;secure;10882;10882;;29;2;5;;1;2;8;1,5;125;3;Thon ;99;25000;100;Thon ;99;25000;100;Thon ;99;25000;100;Thon ;99;25000;100;Thon ;99;25000;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;125000;2;8000;276;;;;;;;1;
82;55;West;0;1;0;0;Fibre glass;1;1;1;0;0;0;Outboard motor  power 9-25;1;1;3;1;1;1;3;1;1;12;18;;1;;30;Fibre glass;30;;;;;;;;;;150000;;4000;;2000;;35000;;;191000;;165-260k;Tamarin;8654;4;November;8;December;;7845;8120;7927;7987;7571;8642;7177;7836;7845;8120;7927;7987;7571;8642;7177;7836;1;1;;;1;1;FADs attract small fish, which in turns attract larger fish;1;larger fish like tuna and 62 are caught near FADs compared to the lagoon;7836;7836;150;Thon;99;25;165;Dorade;43;7;10;Marlin;62;50;300;24;Thon;99;25;165;Dorade;43;7;10;Marlin;62;50;300;Thon;99;10;25;Dorade;43;5;15;Bonite;14;3;10;1;;7836;Marlin;62;Thon;99;Dorade;43;;;1;0;1;;0;;1;Thon;99;Marlin;62;Dorade;43;;;1;It's getting hotter;5;;no change;1;1;;5;;0;;3;1;;1;;1;1;Sardine;90;;;;;;;;;3;>10;1;0;;7836;7836;;15;0;1;;1;3;4;2;150;3;Bonite;14;5000;50;Thon;99;250000;150;Beking;9;6000;100;Dorade;43;6000;100;Marlin;62;200000;300;Tiger shark;107;200000;250;Lune Dore;58;60000;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;727000;1;4530;302;2;3;15;1.5;2;2,5;1;
83;67;North;1;1;0;0;Fibre glass;1;1;0;1;0;0;Outboard motor  power 9-25;0;1;3;;;1;3;1;1;13;26;;1;;35;Fibre glass;<26 ;;;;;;;;;;50000;;20000;;;;;;;70000;;<75k;Pointe aux piments;10504;3;December;9;December;;10233;10234;10235;;;;;;10234;10235;10236;;;;;;1;1;;too far, too expensive, overfishing from foreign boats;1;1;No answer;1;No answer;9694;9094;2,5;Thon jaune;104;1.5;5;Dorade;43;1;4;;;;;0;Thon jaune;104;;;Dorade;43;;;Bonite;14;;;;;;;;;;;;;;;1;;9026;Thon;99;Dorade;43;;;;;1;0;1;;1;0;1;Thon;99;Dorade;43;;;;;1;Fish decrease;10;;Less fish, Japanese boat overfishing;fish decrease;1;;6,5;6-7 years;0;;3;;3;;3;1;0;;;;;;;;;;;1;;1;1;high waves don't go fishing;10236;10236;;4.75;1.8;2;;1;;;1;4;0;Cato;30;1250;;cato;30;1250;;Cordonnier;38;500;;Corne;39;500;;Cato;30;1250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4750;1;1800;379;;;;;;;1;
